appid,genres,is_free,name,release_date,reviews,sentiment_score,short_description,type
397540,"Action, RPG",False,Borderlands 3,"13 Mar, 2020","Every step of the way, along the main storyline, the two plot armored thieves watch from above with godlike omnipresence, swooping in from planet to planet knowing EXACTLY what the player is doing the whole time, and not for one second does anyone wonder ""how are they tracking us? whats going on?""  and to make matters worse, every single time the vault hunter DOES get a chance to fight the twins they get COMPLETELY BODIED, its barely a fight, and yet noone has the good sense to put a bullet in the back of their skulls to make sure they dont get back up and screw us all over (as it happens about 5 times through the game). If lilith were a real person she would have throat cut them the first time they go down after they ""beat"" her.  The first time, maybe that could happen, carelessness happens once maybe, though my vault hunter reached lilith in a MUCH shorter time than the cutscene ran for because I wanted to back her up or at least try to and blasted my way to her quickly, but AFTER Lilith, After MAYA, AFTER FRIGGIN TANNIS it. is. personal.  The player will HATE them with every fiber of their being, and yet.... cutscenes will ALWAYS protect the twins from any real harm.  It's just bad writing, the makers of this game are complete hacks, and do not deserve your money.  If they wanted to force the player to lose by making the twins uber powerful THAT might have been acceptable, at least you lose fairly, but defeat by cutscene just FEELS wrong every time it happens.  It takes away all player agency and makes this a poorly written book, not a game.  I hope whatever lead writer was responsible for this never makes another game. 
 Buy BL4, its actually fairly decent, but do not pay for 3......ever.  It isnt even worth 5 bucks.  Take note, I don't hate this because I hate the characters, evil characters can be hated and that can be fine, but the important thing is that you get to go after them, win or lose, and not feel like god has reached down and said ""nu uh bro, you cant try to fight em, you're just gonna sit and watch while all this happens"" and basically every time its done in a way that the character would NOT just be sitting and watching, no real person would.  Do better gearbox.  Well... you did anyhow, on 4.  Much less of this. game sucks some crazy ass Fuckass crash mid arcade game bro",-0.75,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters.",game
365450,"Indie, Simulation",False,Hacknet,"12 Aug, 2015","Best hacking game of all time! Highly realistic Unix commands, engaging puzzles, and total freedom to break anything you want. 10/10 gg เอาไป 10 คะแนนเต็ม ไม่มีความน่าเบื่อจำเจเหมือนเกมซิมูเลเตออื่นๆ แต่บางด่านก็ยากเกิน แถมไม่มีใบ้ด้วยติดมา2 เดือนละด่านนี้",1.0,"Hacknet is an immersive, terminal-based hacking simulator for PC. Dive down a rabbit hoIe as you follow the instructions of a recently deceased hacker, whose death may not have been the accident the media reports.",game
102600,"Action, Indie, Strategy",False,Orcs Must Die!,"11 Oct, 2011","Yes I really enjoy making orcs not exist :) Great game, everything from movement to the enemy ai and placing traps. Only minor complaint i have is that the individual levels are a bit short, they end just as you are turning the tide in your favor. witch is fitting with the games story, but robbs you of the good part of sitting back and doing nothing while orcs dies to your traps [h1] Overview [/h1]
Really fun blend of tower defence and third person shooter. I've had the sequel forever but never got around to playing it, figured I'd start with the first game after hearing it was single player only. The game shines on the higher difficulties where you have to make the best use of different traps and abilities, though I certainly had my favourites. It does feature very quippy marvel-esque humour which was fresh for the time it came out, but may not be as enjoyable for you now. 

[h1] Steam Deck [/h1]
I played 100% on Steam Deck and had no issues. Controller isn't as precise as mouse + keyboard when it comes to shooting (headshots are really important) but I usually chose my build to focus on traps and guardians instead to mitigate that. 

[h1] Achievements [/h1]
Some will unlock just playing the game normally, but a lot require you to use specific traps in specific scenarios, or even no traps at all. Going for the achievements made me try a lot of things I may not have used otherwise, which is perfect for a game like this. 

The difficulty based achievements are in a bit of a weird balance. There are three difficulties: Apprentice, War Mage, and Nightmare, and while Nightmare is certainly the hardest, I actually had more problems in War Mage. There is an achievement that requires you to 5-star all the levels on War Mage, which requires you to never die, your core to take 0 damage, and to finish within a strict time limit. 

Nightmare, while far more difficult to complete, doesn't require you to 5-star anything, just to complete it. I completed some of the Nightmare levels very sloppily and still got past, where trying to 5-star the same level on War Mage could get sweaty. Not a complaint necessarily, and 5-starring everything on War Mage was great training for doing Nightmare in that regard, just an odd achievement difficulty balance without a similar achievement to 5-star Nightmare.",1.0,"Slice them, burn them, skewer them, and launch them - no matter how you get it done, orcs must die in this fantasy action-strategy game from Robot Entertainment.",game
1643320,"Action, Adventure, RPG",False,S.T.A.L.K.E.R. 2: Heart of Chornobyl,"20 Nov, 2024","awesome atmosphere and gameplay but i feel like if i shoot a guy with a 12 ga buckshot from within 10 yards he should be on the ground incapacitated regardless I'm not sure how to describe it but the controls just feel awful. The old Stalker games feel much more snappy and precise in comparison. The aiming for some reason just feels incredibly slippery and choppy. I honestly can't recommend this game for that reason alone. It's unfortunate because I really wanted to enjoy this game. Great game, actually feels like the old games after their latest improvements. AI are almost as smart as they were in the old games which is great and it seems to be getting better with subsequent updates. On higher difficulties you don't see enemies just getting more and more health like other games. They get better gear, are more accurate, employ more technique.

It seems like there are more mutants on higher difficulties as I will find clusters of burners in some areas. I fought off 15 of them and spent way too much money doing it. Snorks galore... So, picking your battles is very important like previous games. 

My only problem is the fluctuating performance at times. 

Still STALKER is one of the few games I can really lose track of time playing which rarely occurs with games.",0.6,"Discover the vast Chornobyl Exclusion Zone full of dangerous enemies, deadly anomalies and powerful artifacts. Unveil your own epic story as you make your way to the Heart of Chornobyl. Make your choices wisely, as they will determine your fate in the end.",game
322500,"Action, Indie",False,SUPERHOT,"25 Feb, 2016",gun This game is the most innovative shooter I've ever seen! You GOTTA try it out! You have to check out this game. It's the most innovative shooter I've played in years,0.0,"SUPERHOT is the smash-hit FPS where time moves only when you move. No regenerating health bars. No conveniently placed ammo drops. It's you, alone, outnumbered and outgunned. Snatch weapons from fallen enemies to shoot, slice and dodge through a truly cinematic hurricane of slow-motion bullets.",game
201270,Strategy,False,Total War: SHOGUN 2,"15 Mar, 2011","Was enjoying the empire builder and strategy aspects of the game as a first time Total War player. The vanilla game is very shallow in depth for units types and strategies. Spends way too much time coin and effort just stopping your already conquered fities from rebelling. God forbid a player spend any time expanding. Two turns in the red is all it take for your home city to rebel....what?

The game ender was the Realm Divide feature. You finally fight through all the malarky the take the Capital, grow an economy and army, and then all the AI clans gang up on you, even the game long allies. There no way to fight all of them at ounce. Its unavoidable, pre-programed game design. why?????

Uninstalled to the trash bin.

 Honestly my favorite total war game. In my opinion way better than medieval 2. Really fun, easy to understand, and the battles are great. However i didnt really like how limited the amount of playable factions there are. Still though the greats outweight the negatives. Glorious in 2025",1.0,Total War: SHOGUN 2 is the perfect mix of real-time and turn-based strategy gaming for newcomers and veterans alike.,game
942970,"Indie, RPG, Simulation",False,Unheard - Voices of Crime,"28 Mar, 2019","An AMAZING game and an AMAZING experience 剧情和逻辑很完整，形式也很新颖特别，配音也很好。 Fun concept, but the game felt a bit too easy imo.",1.0,What if you could hear every word spoken at the scene of a crime? “Acoustic Detectives” wanted for testing our new device! Return aurally to crime scenes and use the voices you hear to identify potential suspects and solve the mysteries. What is it that’s connecting these seemingly unrelated cases?,game
244850,"Action, Indie, Simulation, Strategy",False,Space Engineers,"28 Feb, 2019","Great game good soup a hidden pearl, a wonderful sandbox with huge space for creativity & digital building-blocks thinkerers...

If you ever wanted to create a super secret hidden asteroid base, or a mother-ship that has hangars for any kind of machinery... ALL interactive, automated, customized! <3 THERE YOU GO!

Space Engineers is for you!",1.0,"Space Engineers is a sandbox engineering game where you design and build ships, stations, and planetary bases in a fully destructible environment. Explore planets and space, mine resources, survive hazards, and engage in combat alone or with friends in Creative or Survival modes.",game
271590,"Action, Adventure",False,Grand Theft Auto V Legacy,"13 Apr, 2015","nice game Btw i will stay play ts if GTA 6 gonna realese. Best game for sure
",1.0,"Grand Theft Auto V for PC offers players the option to explore the award-winning world of Los Santos and Blaine County in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second.",game
219640,"Action, Indie",False,Chivalry: Medieval Warfare,"16 Oct, 2012",‎ ‎ ‎ ‎ Just Mute All Your Games' Electronic Audio. You Will Thank Know Your Enemies. FOR THE KING!,0.0,"Besiege castles and raid villages in Chivalry: Medieval Warfare, a fast-paced medieval first person slasher with a focus on multiplayer battles",game
1665460,"Simulation, Sports, Free To Play",True,eFootball™,"29 Sep, 2021","WOW paid for the pre order, worst gameplay, now missing from my steam game library, check the store and become Free to Play, what a waste of money, is it even possible to get refund from this useless game? so nice",0.0,"Step up and experience the exhilarating soccer game that has now surpassed 900 million downloads! The stars of today, legends of the past, and fellow users from around the world are all waiting for you!",game
816020,Action,False,JUMP FORCE,"14 Feb, 2019","still a good time nice power fantasty! Every time I see this game in my library, my soul cries a little. When I first saw the trailers for this game I was about 9.  I remember I had just recently learned what anime was and love One Piece, I also always loved fighting games. The trailers for this game were everything I had envisioned for a anime fighting game I wanted to play. But because I was young, I wasn't allowed to get it. In 2021 I finally got the game, and it was perfect for me. A lot of people, especially at the time were trashing on it for various reasons, but I didn't care. It was exactly what I dreamed of. Then it closed online and got taken off stores. Genuinely breaks my heart. I didn't even play the online often, but the very idea of this game meant so much to me. how get other ULTIMATE EDITION
now
",1.0,"Create your own avatar to fight alongside the most powerful Manga heroes in an original Story Mode, or head to the Online Lobby to challenge other players and discover lots of modes and activities.",game
80,Action,False,Counter-Strike: Condition Zero,"1 Mar, 2004","nostalgic toxic product :) BOT BEBANNN NGEBLOCK Additional gameplay elements have been added on top of the basics of CS, which is quite refreshing.",0.0,"With its extensive Tour of Duty campaign, a near-limitless number of skirmish modes, updates and new content for Counter-Strike's award-winning multiplayer game play, plus over 12 bonus single player missions, Counter-Strike: Condition Zero is a tremendous offering of single and multiplayer content.",game
1446780,Action,False,MONSTER HUNTER RISE,"12 Jan, 2022","GOOD
 WORTH THE PURCHASE fun and addictive
",1.0,"Rise to the challenge and join the hunt! In Monster Hunter Rise, the latest installment in the award-winning and top-selling Monster Hunter series, you’ll become a hunter, explore brand new maps and use a variety of weapons to take down fearsome monsters as part of an all-new storyline.",game
275850,"Action, Adventure",False,No Man's Sky,"12 Aug, 2016","Great exploration game, always gets better. https://steamcommunity.com/sharedfiles/filedetails/?id=3597623198 https://steamcommunity.com/sharedfiles/filedetails/?id=3597623333 very nice game i want this kind of game very nice",1.0,No Man's Sky is a game about exploration and survival in an infinite procedurally generated universe.,game
1506830,"Simulation, Sports",False,FIFA 22,"1 Oct, 2021",miss those days great game Same as FIFA 21 and FIFA 23... only graphics change. Only bought it for updated team rosters. Last good fifa game.,1.0,"Powered by Football™, EA SPORTS™ FIFA 22 brings the game even closer to the real thing with fundamental gameplay advances and a new season of innovation across every mode.",game
1203620,"Action, Adventure, Indie, RPG, Early Access",False,Enshrouded,"24 Jan, 2024"," I put maybe 150 hours into this game about a year ago. Feeling satisfied i'd done everything I wanted to do, I stopped, saw updates were regular and said I'd come back in about a year and try it again figuring out I'd miss 3-4 major updates and that at the time long-term players loved that it'd gotten so much over a year.

And then I came back and I put in the remaining hours. There is no 'but''. I did miss 3-4 major updates and it feels refreshing as much as people said a year ago.

It's a lot like Valheim. It's got that BOTW stamina and glider system you see in a lot of things nowadays, as well as BOTW style towers, and a bunch of biomes with corrupted timebombey areas in between. Combat is more like Palworld - fairly simple actions. You can play it like Dark Souls if you want, if you use a greatsword it allows you to stagger things while having to watch timing, at least in theory (in reality, if you just break combo after 2 hits, you can move and hit again with minimal risk). Base building is a little like Valheim, more like a 3D Terraria, voxel-based. It does this pretty smoothly, I've only got a 2060 SUPER and while I have it on lower settings, I'm quite happy with how it looks at 60fps.

If you've got an itch for a game like this, this should be pretty high on your list. This game is amazing. The inventory management could use some work and the female characters are fugly, but beyond that I am super impressed so far. 107 hours currently and I've only scratched the surface.",1.0,"You are Flameborn, last ember of hope of a dying race. Awaken, survive the terror of a corrupting fog, and reclaim the lost beauty of your kingdom. Venture into a vast world, vanquish punishing bosses, build grand halls and forge your path in this co-op survival action RPG for up to 16 players.",game
231060,"Free To Play, Massively Multiplayer, RPG",True,Ragnarok Online 2,"1 May, 2013","This whole game could have been something but it's only trash only idiotical and very much obssessed with anime kind of things of peoples would love to play this game i have done everything you can ever imagine to let this game run i tried different tweaks on the options on configurations and so much more tried to redownload and re installing it again a few times and nothing has worked on this pitiful crap game it always Stops and freezes on the Loading screen no matter how many times i try to start the game my Pc and everything else nothing ever works not even once i only hear a little sound effect of blowing wind and some weird noises on the loading screen this game is total trash if the developers don't fix their own game.... ..xx I honestly love this game. I've been playing RO since the first, and when this ame out I was definitely intrigued to give it a shot. It has had its ups and downs, but I've met so many great people, discovered so many great things, this game will always be one of my favorites.",1.0,"Return to the beautiful and dangerous world of Midgard! Inspired by Norse mythology, the much-anticipated sequel to the groundbreaking Ragnarok Online has arrived! Immerse yourself in the new, but recognizable world of Ragnarok 2.",game
387990,"Action, Adventure, Indie, Simulation, Early Access",False,Scrap Mechanic,"19 Jan, 2016","Genuinely love this game, I don't really touch the creative mode but the survival mode is great, but the developers have been promising a major update for the last 3ish years and every year around Christmas it is ""sorry we couldn't do it this year, next year I promise."" No word from the devs this year, but I can't imagine it will release this year either. If you like old minecraft, this game is for you since we dont get updates CHORES AS A VIDEO GAME",1.0,"Enter the creative paradise of Scrap Mechanic! Build fantastic machines, go on adventures with your friends and defend against waves of evil Farmbots in this imaginative multiplayer survival sandbox. With Scrap Mechanic’s powerful creation tools you can engineer your own adventures!",game
253960,Adventure,False,Jack Orlando: Director's Cut,"4 Oct, 2013","Jack Orlando: Director’s Cut, developed by Toontraxx Studios and published by Topware Interactive, is a vintage point-and-click adventure that exudes the smoky atmosphere and moral ambiguity of a classic 1930s noir. Set in a world of crime, corruption, and forgotten heroes, it follows the titular private detective, Jack Orlando—a down-on-his-luck investigator framed for murder—through a desperate forty-eight-hour search to clear his name. The game seeks to channel the style of golden-age Hollywood detective films, and while it certainly captures the era’s visual flair and tone, it also inherits the uneven design sensibilities of its time, resulting in a fascinating yet deeply flawed experience.

From the very beginning, the game’s atmosphere is unmistakably its strongest asset. The art direction is richly detailed, with every frame painstakingly hand-drawn and painted to evoke the gritty charm of Depression-era America. The streets are lined with flickering neon signs, grimy alleyways, and dimly lit bars that set the perfect stage for a noir mystery. Complementing this visual design is a superb jazz-infused score by Harold Faltermeyer, the composer best known for the “Beverly Hills Cop” theme, whose work gives the game an unmistakable cinematic texture. The soundscape and art direction succeed in immersing the player in a world that feels both melancholy and alive—one that could easily have been the setting of a Humphrey Bogart film.

Unfortunately, while the game’s style and setting are excellent, the substance of its gameplay struggles to meet the same standard. Jack Orlando is built on the classic adventure formula: you explore environments, collect items, and solve puzzles that lead you closer to unraveling the central conspiracy. The problem lies in the logic—or lack thereof—behind many of its puzzles. Solutions often require leaps of reasoning that border on the absurd, forcing players to combine unrelated items or revisit obscure locations for reasons that make little narrative sense. Some puzzles are structured in ways that make failure possible, even permanent, meaning you can easily lock yourself out of progress without realizing it. This kind of design, common in 1990s adventure titles, demands persistence and trial-and-error patience, but today it feels frustratingly opaque.

The narrative itself has all the ingredients for a compelling noir mystery—a cynical detective, double-crosses, and a city full of suspects—but the storytelling falters in execution. The writing lacks the sharpness and wit expected from a noir tale, and the dialogue often feels clumsy or awkwardly translated. The English localization, in particular, suffers from uneven phrasing and stilted voice acting that frequently undercuts dramatic moments. While Jack himself has the right weary tone for a washed-up detective, many supporting characters come across as flat caricatures rather than complex personalities. The pacing, too, can drag, with long stretches of aimless wandering between static backgrounds that offer little narrative payoff. It’s a game that relies heavily on its mood to carry you through the rougher moments—and while that atmosphere works, it can only do so much to compensate for the lack of storytelling cohesion.

The Director’s Cut edition, released years after the original, sought to improve upon these flaws by adding new scenes, rebalanced puzzles, and a more streamlined experience. It’s a welcome effort, but even with these updates, the game still feels like a product of its time. The improvements make the pacing slightly more tolerable and remove some of the most illogical dead ends, yet the core mechanics and design philosophy remain stubbornly old-fashioned. Still, for players who appreciate vintage adventure design, there’s a certain charm in its rough edges. Its slow pace and methodical investigation style can be immersive if approached with the right mindset—one that values ambiance over convenience.

In terms of technical performance, the Steam version runs well on modern systems, though it retains the low-resolution visuals and 4:3 aspect ratio of its 1990s origins. Its age shows, but there’s something appealing about its pixel-perfect backgrounds and painterly environments that modern remasters often lose in translation. The user interface, while simple, can be unintuitive, especially when dealing with the game’s inventory system, which lacks modern conveniences like item highlights or contextual hints. These limitations, however, are part of the retro charm for players accustomed to classic adventure quirks.

Ultimately, Jack Orlando: Director’s Cut is a game that fascinates as much as it frustrates. It’s a richly atmospheric journey through a world of corruption and melancholy, anchored by beautiful visuals and a phenomenal soundtrack. But it’s also bogged down by archaic design choices, awkward dialogue, and uneven pacing that can test even the most patient of players. It’s a relic of a bygone era of adventure gaming—an ambitious, moody experiment that captures the feel of noir storytelling better than it executes it. For enthusiasts of classic point-and-click adventures or fans of noir aesthetics, it remains a curio worth experiencing for its artistry and tone. For others, it serves as a reminder of how far adventure games have evolved since the days when style and frustration often walked hand in hand.

Rating: 6/10 good point and click detective game [h2]Jack Orlando: Director's Cut[/h2]

Has a total of [b]6[/b] trading cards.
",1.0,"1933 will go down in the history books as the year America passed the 21st Amendment to the Constitution. Prohibition is over. To the delight of millions, alcohol can now flow freely across the thirsty land. Two days before the official announcement, bars and clubs across the land are stocking up on quality whiskey.",game
606150,"Action, Adventure, Indie",False,Moonlighter,"29 May, 2018","cool game + rep WASTED MY MONEY!!!!!! havnt played the second one, but i like it",0.0,"Moonlighter is an Action RPG with rogue-lite elements that demonstrates two sides of the coin – revealing everyday routines of Will, an adventurous shopkeeper that secretly dreams of becoming a hero.",game
1483870,"Casual, Indie",False,Draw & Guess,"12 Mar, 2021","An interesting game nice game! Good game, really fun.",1.0,An online party game of drawing and guessing for up to 16 players with a variety of modes. Bring out the best (or worst) of your drawing and guessing skills!,game
1089090,Action,False,ONE PIECE: PIRATE WARRIORS 4,"14 Sep, 2023","it's fun. if you like grind do this game I get to beat people, need I say more 3 was better and more addicting to play, and the character cash grabs are lame. $17 just for characters?? Not even a sale on winter sale, bummahs.",1.0,"ONE PIECE: PIRATE WARRIORS 4 is the latest evolution of PIRATE WARRIORS action! Based on the concept of &quot;experiencing a real ONE PIECE battlefield,&quot; buildings will come crashing down during the action and attacks will throw up smoke and dust, placing you in the thick of the ONE PIECE world!",game
1307550,"Action, Adventure, Indie, RPG, Early Access",False,Craftopia,"4 Sep, 2020","Würde gerne weder Daumen hoch noch runter geben. Einerseits ist es ein unglaublich geiles Game, andererseits einfach krank wie viele bugs das Spiel hat. 

Pro:
- Uuuuunglaub viel zu tun. Es gibt immer etwas zu machen. Egal ob craften, bauen oder Monster und Bosse erlegen. Es wird einem nie langweilig 
- Kampfsystem sehr geil
- Fähigkeiten sehr cool, man kann sich aussuchen ob man ne  Nahkampf Maschine sein will, Zauberer mit Hut und Stab oder witzigerweise auf einem reitenden Drachen oder sogar mit Kammpfhubschrauber oder Panzer kämpfen will. Für jeden was dabei 
- Inventar soooo unglaublich gut. Selten gesehen, dass man zB 30 Dinge mit der rechten Maustaste auswählt und mit einem Klick in die Kiste haut.
- automation, crafting und farming alles sehr sehr vielfältig. Es gibt 1000 Dinge zu machen.
- Map, Gebiete und Bosse sehr geil in verschiedene, schöne Regionen unterteilt. 
- Mini Dungoens mit Rätseln 
- gibt wirklich noch 100 Sachen die Ma hier auflisten könnte.

Contra:
- unglaublich viele Bugs. Laut steam- und Redditcommunity wird an dem Game nicht mer gearbeitet, bzw nur sehr fade. Was ich sehr schade finde.
- klettern ist so nervig. Man benötigt es zwar für 90% der map um überall hin zu kommen, jedoch klettert man oft ungewollt an bäumen oder sogar an Gegner rum, was sehr nervig ist.
- sehr wenig graphic settings 
- movement sehr clunky. Bin leider einer der wenigen auserwählten, die den movement bug haben, bei dem mein Charakter nach dem loslassen der Sprinttase für ne halbe Sekunde stehen bleibt. Laut Com. nichts zu machen. Ist Sache der Devs, das zu fixen
- trotz sehr schöner und ausgeprägter Map und Welt ist doch sehr viel „Luft“ dazwischen. Man rennt und rennt und bis auf ein paar kleine Kisten und Pflanzen gibt’s nichts zu holen. Etwas fade.
- Caves sind alle gleich, bis auf das Ende der Cave. Keine varianz drin leider.
- ohne Quality of life Mods auch echt anstrengend manchmal zu spielen. Wer das liest, bevor er das spiel spielt, ladet euch mods runter im Workshop. Es erleichtert euch sehr viel.

Und größter negativer Punkt: wie schon oben genannt, arbeiten die Devs kaum noch an dem Spiel, was unglaublich schade ist. Es is ein Meisterwerk und könnte, wenn mal alles gefixt wird, jedes Open-World-Craft-Adventure Game um Längen überholen. Allein durch die Vielfalt, was man hier alles machen kann. 


Alles in allem würde ich eine 8/10 geben, wenn man mal die bugs weglässt. Diese ziehen das Spielerlebnis doch oft sehr runter. 
Würde es trotzdem jedem aus dieser Genre ans Herz legen. Ihr werdet viel Spaß haben. 
 I'm calling this game a definite love letter and one up. It's in early access, has some flaws, and needs work, but I am having a ball. There is already plenty to do and practice up on while this game is tinkered with by the developer. Sure, Palworld is taking up a lion's share of priority, but Palword exploded when it came out and is every bit as good as the hype claims. These two games fill in all the missed opportunities and potential for the games they pay homage to. If you have a clear understanding of what 'Early Access' entails, and can play games, that lead you a little bit, but not by the nose. You will have a lot of fun with this game. Do understand that a lot of the dialogue is poorly translated, but again, welcome to early access. These things will get ironed out in the moments when the devs are able to come up for air working on the game that is paying bills and putting food on their families tables. Where I got bored in that 'other game', this is far from. I am having an incredible amount of fun after getting passed some of rough around the edges parts in the beginning moments of the game, but reminded myself that it is all par per course, when it comes to eatly access, and I seen games in early access for longer than this as well. I saw this game called, 'The Best Bad Game'. Its not a bad game, its just in early access, where it should be. And its too much fun to be called bad. We need more people to add their positive reviews, in spite of all the other run of mill, negative nancy reviews you tend to see carbon copied everywhere. Is every going to like this game? No. Should it get a fair shake? Yes. I cannot think of many games that everyone likes. This one is no different, but give it a chance and don't immediately shut down as some negative reviews will have trained you to and you just might find yourself in my shoes: having fun and appreciating the scope of this game and also the importance of this game and its little brother. You can't have your cake and eat it too, 'other gaming company', There are other talented studios out there that are going give you a run for your money and provide the masses with great games, This one just has a way yet to yet, but as I said, fair critiques, helpful feedback, will keep the dev in the game and not feel overwhelmed, which they surely are. Another thing, maybe just my luck, but no crashes thus far. Im playing on PC and Steam Deck. I'm sure the gremlins will try and crop up, but so fat nada, and that's with plenty going on on screen. If you play on  
Steam Deck, choose the 1280 (I think) reso. The default is too wide. Have Fun! Great co-op game with a stylistically reminiscent of the Legend of Zelda.",0.42857142857142855,"Craftopia is the brand new multiplayer survival action game made in Japan. We combined many features we find enjoyable, such as hunting, farming, hack-and-slash, building, automation to develop this game.",game
582010,Action,False,Monster Hunter: World,"8 Aug, 2018","playing the game make me want to smash my keyboard , idk why i still keep playing nice nice nice rathalos either giving me head or a bad time fun",0.0,"Welcome to a new world! In Monster Hunter: World, the latest installment in the series, you can enjoy the ultimate hunting experience, using everything at your disposal to hunt monsters in a new world teeming with surprises and excitement.",game
2680010,"Action, Adventure, RPG",False,The First Berserker: Khazan,"27 Mar, 2025","good game only 10 hours in and im pretty impressed so far with the everything. 

the gameplay is top notch like a Devil May Cry or Ninja Gaiden meets dark souls but with an anime underworld theme. you feel powerful like if you just hone your knowledge and reaction time you could beat a boss with non stop aggression, you dont get that ""taking turns"" feeling like in a fromsoftware title and if you do its cause you arent playing as optimally as you could be.

if you want more mechanically demanding fromsoftware game with better combat this is it; although it does lack a little in atmosphere and map design by comparison.

 This game is phenomenal. Around the 40 hour mark I started to feel a bit of burnout, but once everything came together near the end, I was fully reinvigorated and even went back to finish the side content I had skipped. Finding out there are multiple endings added a lot of weight to the experience, and the story’s climax is top tier. I am really glad I gave this game a chance.

The gameplay is the best I have experienced in any soulslike. I ran dual wield the entire time and never touched the two hander or spear. The speed, the visceral flow of abilities, and the freedom to weave light and heavy attacks felt incredible. Most of the time the game offers a clear path forward with minimal backtracking, although a few areas look similar enough that I briefly got turned around.

Boss fights are consistently excellent and very satisfying. Side quests were enjoyable, but they contributed to my mid game burnout. They reminded me of Nioh’s optional missions where you revisit familiar areas with small changes. I liked encountering elite enemies, but I wish there were more variants. Eventually, non boss encounters started to feel repetitive.

The skill and gear systems strike a great balance. They are deep enough for min maxing but never overwhelming. Think Diablo 3 or Torchlight, accessible and rewarding without needing a spreadsheet.

Overall, the game is absolutely worth the price. Near the end I worried it might lean more toward quantity than quality, but I was wrong. The payoff was worth it, and the journey was memorable from start to finish",1.0,"The First Berserker: Khazan is a hardcore action role-playing game. The player will become Khazan, the great general of the Pell Los Empire, who overcame death, and sets out to reveal the incidents that led to his downfall and seek vengeance on his enemies.",game
67370,Action,False,The Darkness II,"9 Feb, 2012","The game is good and the story is sad. I enjoyed it a lot, but there is something annoying. I don’t know what the players did to anger the developers to make the intro, when you start the game, blow up your eardrums every single time you launch it. Even if the headset volume is very low, the intro plays extremely loud. More than once, I threw my headphones away out of shock. Also, there are maybe three moments inside the game where the sound suddenly becomes very loud. There is literally no getting past a stupid vent because it's bugged so this game is actually unplayble. Vsync seems to fix it for everyone but it just does not work, even when binding jump to mousewheel. It is incredible that i even have to do these setting changes just to proceed in a level - absolutely terrible ‎̶ ̸‎̵ ̶",0.3333333333333333,"An intense first person shooter that delivers a twisted and gripping narrative of tragedy, modern crime drama, and supernatural horror.",game
227300,"Indie, Simulation",False,Euro Truck Simulator 2,"12 Oct, 2012",Im waiting for Iceland dlc please release it soon Best relaxing game if you have a rough day Mogę o godzinie 23⁵⁸ przewozić 9t gum do żucia z Węgrzech do Francji. Polecam,1.0,"Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore, your endurance, skill and speed will all be pushed to their limits.",game
454650,"Action, Adventure, Casual, Massively Multiplayer",False,DRAGON BALL XENOVERSE 2,"27 Oct, 2016","it still holds up 2025 i don't know why but people should play this game again i like it better then sparking zero plus its only 20 dollars for base game. You should Try this game if you like dragon ball
 Multiplayer doesnt work, the game itself is realy fun and nice, but if you cant play with or against friends or random people around the world, there is no point to play a MMO. 
I did search almost 8 hours now for a way to fix the server issue, but it looks like people who are facing this problem since 4 month, also have no idea how to get a work around to this. 

If this is fixed, its a go to for every dragonball fan, but without Multiplayer its useless to play MMO. you can see youre frinds in the city and make a group, but you and youre friends are stuck in that group until leader quit the game. the countdown for missions also start, but at zero it freeze the timer and never start anything, also you cant leave the group or change anything in group, until leader close the game.",1.0,DRAGON BALL XENOVERSE 2 builds upon the highly popular DRAGON BALL XENOVERSE with enhanced graphics that will further immerse players into the largest and most detailed Dragon Ball world ever developed.,game
1426210,"Action, Adventure",False,It Takes Two,"25 Mar, 2021","A heartwarming story and a fantastic game to play with a loved one or close friend. beautiful game, I'd consider it a must play, 10/10. It's a really fun game, but it's a bit too easy. Would recommend adding an optional hard mode.",1.0,Embark on the craziest journey of your life in It Takes Two. Invite a friend to join for free with Friend’s Pass and work together across a huge variety of gleefully disruptive gameplay challenges. Winner of GAME OF THE YEAR at the Game Awards 2021.,game
307780,Action,False,Mortal Kombat X,"13 Apr, 2015",Has been overtaken by time... Maybe was good once but that is history. Great story to set up MK11 uhm the game is tea,1.0,"Experience the Next Generation of the #1 Fighting Franchise. Mortal Kombat X combines unparalleled, cinematic presentation with all new gameplay.",game
311860,"Adventure, Indie, RPG, Simulation",False,Data Hacker: Initiation,"21 Jul, 2014","Lengthy unskippable cutscenes, during which the Esc key, Alt + F4, and Task Manager are disabled Interesting premise with RPG charm, but repetitive combat, unclear mechanics and frustrating grinding ruin the experience. This one's real fun and good, played through it tons of times. The follow-up games are buggy messes, and I do not recommend those.",1.0,"Data Hacker: Initiation sets the stage for the Datastream saga; an epic series of tales revolving around the possibility of virtual realms existing beyond our current reach. Once the bridge is crafted, everything will change.",game
